word	old20 score (based on the top 35502 lemmas in sdewac)
Fahrerlaubnis	13.0
Kraftwerk	9.0
Polizeidirektion	16.0
Regelsatz	9.0
Nichtregierungsorganisation	27.0
Ungar	5.0
Rückfrage	9.0
Vorbeugung	10.0
F	2.0
Energieversorger	16.0
Polizeistation	14.0
Fettsäure	9.0
Hannoveraner	12.0
Derby	5.0
Absurdität	10.0
Defekte	7.0
Aktienmarkt	11.0
Neuzugang	9.0
Duo	3.0
Halbfinale	10.0
Zutritt	7.0
Wahlkreis	9.0
Gehäuse	7.0
Vertragsschluß	14.0
Membran	7.0
Epidemie	8.0
Schulprojekt	12.0
Partnerstadt	12.0
Entgleisung	11.0
Verkehrsteilnehmer	18.0
Kasseler	8.0
Weltgesundheitsorganisation	27.0
Aufenthaltsort	14.0
Abschlagszahlung	16.0
Tarif	5.0
Arena	5.0
Pressestelle	12.0
Freiheitsstrafe	15.0
Vertrauensfrage	15.0
Kanzlerkandidat	15.0
Reiseziel	9.0
Zusammenlegung	14.0
Finanzgericht	13.0
Zwischenbilanz	14.0
Radler	6.0
Rücknahme	9.0
Opus	4.0
Exkurs	6.0
Trilogie	8.0
Sozialgeschichte	16.0
Schriftenreihe	14.0
Grundschulkind	14.0
Kraftfahrer	11.0
Bedeutsamkeit	13.0
Anmeldeformular	15.0
Einbringen	10.0
Geschichtswissenschaft	22.0
Kulturwissenschaft	18.0
Literaturwissenschaft	21.0
Erstellung	10.0
Beratungsleistung	17.0
Themenbereich	13.0
Coach	5.0
Spot	4.0
Krisenzeit	10.0
Web	3.0
Soziale	7.0
Karfreitag	10.0
Choral	6.0
Herzstück	9.0
Mitgliedsbeitrag	16.0
Arbeiterwohlfahrt	17.0
Ehrenmitglied	13.0
Stadttheater	12.0
Homogenität	11.0
Programmheft	12.0
Abwehrkraft	11.0
Zusammenstellung	16.0
Verbreitungsgebiet	18.0
Fachbegriff	11.0
Literaturliste	14.0
Schädling	9.0
Fortgeschrittene	16.0
Systematik	10.0
Nachschlagewerk	15.0
Literaturangabe	15.0
Düngung	7.0
Aussaat	7.0
Jahreszahl	10.0
Klassifizierung	15.0
Kunstverein	11.0
Diözese	7.0
Patron	6.0
Naturwissenschaftler	20.0
Generalsekretär	15.0
Wiederwahl	10.0
Vorstandsmitglied	17.0
Arbeitsgemeinschaft	19.0
Mitgliederversammlung	21.0
Stimmenmehrheit	15.0
Abgeschiedenheit	16.0
Treff	5.0
Erzbischof	10.0
Alltagsleben	12.0
Spiritualität	13.0
Evangelium	10.0
Bundeshauptstadt	16.0
Meinungsaustausch	17.0
Würzburger	10.0
Friedhelm	9.0
Rückschau	9.0
Eucharistie	11.0
Bischofskonferenz	17.0
Reliquie	8.0
Eucharistiefeier	16.0
Zentralstelle	13.0
Hilfswerk	9.0
Hilfsmaßnahme	13.0
Geschäftsordnung	16.0
Satzungsänderung	16.0
Zweckbestimmung	15.0
Fotografin	10.0
Jubiläumsjahr	13.0
Beten	5.0
Vereinsregister	15.0
Amtsperiode	11.0
Prälat	6.0
Dachorganisation	16.0
Verbrennen	10.0
Antragsteller	13.0
Behebung	8.0
Säkularisierung	15.0
Individualisierung	18.0
Lebensführung	13.0
Vollversammlung	15.0
Rundschreiben	13.0
Theologie	9.0
Nachbereitung	13.0
Wallfahrt	9.0
Handhabe	8.0
Diplomstudiengang	17.0
Maßgabe	7.0
Orient	6.0
Reformbewegung	14.0
Spätmittelalter	15.0
Reformation	11.0
Geschäftsstelle	15.0
Geschäftsjahr	13.0
Kalenderjahr	12.0
Weltjugendtag	13.0
Copyright	9.0
Erfahrungsbericht	17.0
Diskussionsrunde	16.0
Feige	5.0
Sperrfrist	10.0
Kongregation	12.0
Gesuch	6.0
Rentenversicherungsträger	25.0
Notlage	7.0
Festveranstaltung	17.0
Konföderation	13.0
Festvortrag	11.0
Entwicklungsland	16.0
Prüfer	6.0
Archivar	8.0
Archivierung	12.0
Naturforscher	13.0
Theologe	8.0
Mystiker	8.0
Volksrepublik	13.0
Franziskaner	12.0
Referentin	10.0
Vergütung	9.0
Kirchengeschichte	17.0
Tourismus	9.0
Friedenspreis	13.0
Zielgruppe	10.0
Prägung	7.0
Zuteilung	9.0
Personalakte	12.0
Bundeswirtschaftsminister	25.0
Menschenrechtsverletzung	24.0
Jerusalemer	11.0
Fachtagung	10.0
Zusammenführung	15.0
Basilika	8.0
Anbetung	8.0
Sozialministerin	16.0
Geschäftstätigkeit	18.0
Sterbehilfe	11.0
Einkehr	7.0
Gläubige	8.0
Versendung	10.0
Generalversammlung	18.0
Jesuit	6.0
Beurkundung	11.0
Rentenversicherung	18.0
Eigenmittel	11.0
Einbindung	10.0
Vermerk	7.0
Erschließung	12.0
Sakrament	9.0
Mitgliederzahl	14.0
Barmherzigkeit	14.0
Kurzform	8.0
Bewertungskriterium	19.0
Abendland	9.0
Kursangebot	11.0
Grenzregion	11.0
Beschlußfassung	15.0
Entlastung	10.0
Komplex	7.0
Stimmzettel	11.0
Weiterbildung	13.0
Menschenrechtskommission	24.0
Verlautbarung	13.0
Radikalität	11.0
Schlichtungsstelle	18.0
Schriftsatz	11.0
Korrespondenz	13.0
Seelsorge	9.0
Vaterschaft	11.0
Unterschiedlichkeit	19.0
Anhörung	8.0
Stimmrecht	10.0
Beisitzer	9.0
Wahlgang	8.0
Kirchenbau	10.0
Trägerschaft	12.0
Beanspruchung	13.0
Nachrichtenagentur	18.0
Bündelung	9.0
Sprachraum	10.0
Auflistung	10.0
Außenwand	9.0
Nachahmer	9.0
Stammbaum	9.0
Ausschußmitglied	16.0
Weichenstellung	15.0
Entsprechende	13.0
Entschuldung	12.0
Kolonialismus	13.0
Entwicklungshilfe	17.0
Halbsatz	8.0
Relativierung	13.0
Personalunion	13.0
Christsein	10.0
Hospiz	6.0
Einsetzung	10.0
Aufgabenfeld	12.0
Mentalität	10.0
Geschäftsführung	16.0
Kulturbereich	13.0
Bedarfsfall	11.0
Umlage	6.0
Einvernehmen	12.0
Ausschüttung	12.0
Kirchengemeinde	15.0
Geltungsbereich	15.0
Absetzung	9.0
Lehrende	8.0
Wissenschaftlichkeit	20.0
Gartenbau	9.0
Suchende	8.0
Landeshauptstadt	16.0
Amtsträger	10.0
Friedensverhandlung	19.0
Demokratisierung	16.0
Katholik	8.0
Eigenständigkeit	16.0
Stichtag	8.0
Weißrußland	11.0
Thematik	8.0
Verwicklung	11.0
Beschlagnahme	13.0
Genese	6.0
Pfingsten	9.0
Migration	9.0
Kriegsbeginn	12.0
Turnus	6.0
Tagesordnungspunkt	18.0
Mauerbau	8.0
Literaturverzeichnis	20.0
Nachrichtendienst	17.0
Segnung	7.0
Einzelgespräch	14.0
Amtsinhaber	11.0
Freiwillige	11.0
Rechtsnachfolger	16.0
Ortsname	8.0
Fazit	5.0
Bundesverdienstkreuz	20.0
Grundkenntnis	13.0
Themenschwerpunkt	17.0
Messias	7.0
Stempel	7.0
Mystik	6.0
Präzisierung	12.0
Staatsgebiet	12.0
Mitspracherecht	15.0
Altenpflege	11.0
Sozialstation	13.0
Blickwinkel	11.0
Vertiefung	10.0
Wohnfläche	10.0
Niederschrift	13.0
Synode	6.0
Pfarrgemeinde	13.0
Abgabenordnung	14.0
Südwesten	9.0
Kirchenraum	11.0
Christentum	11.0
Exil	4.0
Hinwendung	10.0
Plädoyer	8.0
Persönlichkeitsrecht	20.0
Kulturrat	9.0
Dekanat	7.0
Delegierte	10.0
Pfarrerin	9.0
Messegelände	12.0
Menschwerdung	13.0
Informationsblatt	17.0
Nichtmitglied	13.0
Gebührenordnung	15.0
Bekehrung	9.0
Bamberger	9.0
Kniff	5.0
Programmieren	13.0
Konfiguration	13.0
Entwickler	10.0
Übertragung	11.0
Applikation	11.0
Mexikaner	9.0
Lizenz	6.0
Quellcode	9.0
Bit	3.0
Pragmatismus	12.0
Themengebiet	12.0
Innenleben	10.0
Benutzeroberfläche	18.0
Router	6.0
Informationsquelle	18.0
G	2.0
H	2.0
Telekommunikation	17.0
Diagramm	8.0
Jaguar	6.0
Einsteiger	10.0
Sicherheitslücke	16.0
Sicherheitsproblem	18.0
Korallenriff	12.0
Rechenzentrum	13.0
Zen	3.0
Interaktion	11.0
Tcp	3.0
Programmiersprache	18.0
Regulation	10.0
Modus	5.0
Nährboden	9.0
Repräsentation	14.0
Menü	4.0
Lebensraum	10.0
Fehlermeldung	13.0
Gesetzesänderung	16.0
Besteller	9.0
Heuschrecke	11.0
Datenaustausch	14.0
Variable	8.0
Interface	9.0
Versand	7.0
Entdecker	9.0
Schlüsselwort	13.0
Senden	6.0
Metapher	8.0
Zeichner	8.0
Bildbearbeitung	15.0
Referenz	8.0
Suchbegriff	11.0
Wettbewerbsdruck	16.0
Support	7.0
Grafikkarte	11.0
Unternehmensberater	19.0
Übersichtlichkeit	17.0
Datensicherheit	15.0
Gebärmutter	11.0
Algorithmus	11.0
Bug	3.0
Urheberrecht	12.0
Wettbewerbsrecht	16.0
Entwicklungsprozeß	18.0
Hinterhalt	10.0
Implementierung	15.0
Befähigung	10.0
Einsatzgebiet	13.0
Bibliographie	13.0
W	2.0
Schnittstelle	13.0
Züchtung	8.0
Korrektheit	11.0
Implementation	14.0
Review	6.0
Lizenzgebühr	12.0
Bankrott	8.0
Programmierung	14.0
Derivat	7.0
Anpassungsfähigkeit	19.0
Zehntausend	11.0
Rücksendung	11.0
Nervensystem	12.0
Verfügbarkeit	13.0
Abenteurer	10.0
Taschenrechner	14.0
Geflügel	8.0
Zustellung	10.0
Motte	5.0
Larve	5.0
Verständlichkeit	16.0
Parasit	7.0
Fachkenntnis	12.0
Buchhändler	11.0
Glossar	7.0
Informationsbeschaffung	23.0
Irrglaube	9.0
Milligramm	10.0
Faustregel	10.0
Französische	12.0
Löschen	7.0
Fortentwicklung	15.0
Anwendungsbereich	17.0
Ausgangssituation	17.0
Privathaushalt	14.0
Studentenwohnheim	17.0
Index	5.0
Update	6.0
Amphibium	9.0
Performance	11.0
Informationsangebot	19.0
Messehalle	10.0
Ureinwohner	11.0
Softwareentwicklung	19.0
Rechtswissenschaft	18.0
Wirtschaftsrecht	16.0
High	4.0
Kopieren	8.0
Symmetrie	9.0
Hilfsprogramm	13.0
Lebenszyklus	12.0
Entwicklungsphase	17.0
Record	6.0
Rezension	9.0
Koexistenz	10.0
Jungvogel	9.0
Angelpunkt	10.0
Administrator	13.0
Fundgrube	9.0
Kanadier	8.0
Datenübertragung	16.0
Timing	6.0
Lesbarkeit	10.0
Fauna	5.0
Presseerklärung	15.0
Umgangssprache	14.0
Kennzeichnung	13.0
Tool	4.0
Durchschnitt	12.0
Geldgeber	9.0
Arbeitsbereich	14.0
Rabatt	6.0
Matt	4.0
Ladezeit	8.0
Einzelperson	12.0
Editor	6.0
Pazifik	7.0
Ausstellungsstück	17.0
Warenkorb	9.0
Vorbemerkung	12.0
Mittelmaß	9.0
Pharmakonzern	13.0
Schachzug	9.0
Patentrecht	11.0
Orthopäde	9.0
Entfernen	9.0
Geheimtip	9.0
Unternehmensberatung	20.0
Domain	6.0
Sauerkraut	10.0
Aristoteles	11.0
Illustration	12.0
Kursteilnehmer	14.0
Wachsamkeit	11.0
Speicherplatz	13.0
Professional	12.0
Datenbestand	12.0
Nahrungskette	13.0
Nebenprodukt	12.0
Druckerei	9.0
Hinterlassenschaft	18.0
Nutztier	8.0
Zugänglichkeit	14.0
Informatiker	12.0
Embryo	6.0
Nordwesten	10.0
Vorzug	6.0
Sonstige	8.0
Raster	6.0
Lösen	5.0
Textverarbeitung	16.0
Einfachheit	11.0
Linguistik	10.0
Buchmarkt	9.0
Fehlschlag	10.0
Postleitzahl	12.0
Safe	4.0
Unterernährung	14.0
Neustart	8.0
Ftp	3.0
Sicherheitsrisiko	17.0
Anschubfinanzierung	19.0
Seitenzahl	10.0
Equipment	9.0
Multimedia	10.0
Waldbrand	9.0
Modifizierung	13.0
Testen	6.0
Laufwerk	8.0
Höchststand	11.0
Grundstückseigentümer	21.0
Schadstoff	10.0
Gesamtvolumen	13.0
Verkehrswert	12.0
Baustein	8.0
Qualitätssicherung	18.0
Wasserwirtschaft	16.0
Finanzkraft	11.0
Rapsöl	6.0
Landesamt	9.0
Kenntnisstand	13.0
Entnahme	8.0
Insolvenzverfahren	18.0
Übergangsregelung	17.0
Sachkunde	9.0
Zertifikat	10.0
Arbeitsschutz	13.0
Rechtsverordnung	16.0
Rückstellung	12.0
Mineralstoff	12.0
Höchstleistung	14.0
Zweckverband	12.0
Nachholbedarf	13.0
Abfallwirtschaft	16.0
Nutzfläche	10.0
Gros	4.0
Teilnehmerzahl	14.0
Arbeitsmedizin	14.0
Begutachtung	12.0
Abwasser	8.0
Rahmenprogramm	14.0
Aufbereitung	12.0
Nachsorge	9.0
Rohrleitung	11.0
Herbizid	8.0
Wirkstoff	9.0
Biomasse	8.0
Pflanzenschutzmittel	20.0
Gewässerschutz	14.0
Klärschlamm	11.0
Gefahrenabwehr	14.0
Verunreinigung	14.0
Grundwasser	11.0
Gleichzeitigkeit	16.0
Messung	7.0
Wasserwirtschaftsamt	20.0
Gefälle	7.0
Mindestmaß	10.0
Deponie	7.0
Abschätzung	11.0
Meßwert	7.0
Gewinnung	9.0
Genehmigungsverfahren	21.0
Genehmigungsbehörde	19.0
Sicherungsmaßnahme	18.0
Setzung	7.0
Kohlendioxid	12.0
Durchlässigkeit	15.0
Biodiesel	9.0
Ökosystem	9.0
Insolvenzverwalter	18.0
Wasserstoff	11.0
Aufbewahrung	12.0
Belüftung	9.0
Wasserverbrauch	15.0
Übergangsfrist	14.0
Müllverbrennungsanlage	22.0
Steinbruch	10.0
Überlastung	11.0
Freistellung	12.0
Schwermetall	12.0
Wasserversorgung	16.0
Herstellungskosten	18.0
Bombardierung	13.0
Kubikmeter	10.0
Produktionskosten	17.0
Biogas	6.0
Landesanstalt	13.0
Einzugsgebiet	13.0
Rechtsvorschrift	16.0
Verbraucherschutz	17.0
Oberlandesgericht	17.0
Verkehrsaufkommen	17.0
Fachgespräch	12.0
Verwaltungsgericht	18.0
Vergabeverfahren	16.0
Wassermenge	11.0
Zulassungsverfahren	19.0
Wasserstand	11.0
Konsultation	12.0
Jahresbericht	13.0
Eigenverantwortlichkeit	23.0
Industrieland	13.0
Straßburger	11.0
Herstellen	10.0
Biogasanlage	12.0
mg	2.0
Rechtsgrundlage	15.0
Grenzwert	9.0
Produktionsprozeß	17.0
Gleichbehandlung	16.0
Brennstoff	10.0
Umwelttechnik	13.0
Umweltbereich	13.0
Futtermittel	12.0
Kläger	6.0
Inanspruchnahme	15.0
Report	6.0
Altlast	7.0
Gesundheitsvorsorge	19.0
Versicherungsnehmer	19.0
Umweltbundesamt	15.0
Meldepflicht	12.0
Phosphat	8.0
Stickstoff	10.0
Rechtsstreit	12.0
Extrakt	7.0
ml	2.0
Sorgfaltspflicht	16.0
Randbedingung	13.0
Dichte	6.0
Beweislast	10.0
Konkursverwalter	16.0
Schuldner	9.0
Gleichwertigkeit	16.0
Sicherheitsleistung	19.0
Minimierung	11.0
Verdichtung	11.0
Säure	5.0
Anwendbarkeit	13.0
Mindestanforderung	18.0
Erkundung	9.0
Modifikation	12.0
Schriftart	10.0
Landesrecht	11.0
Einarbeitung	12.0
Übereinkommen	13.0
Zulauf	6.0
Verfahrenstechnik	17.0
Grünland	8.0
Naturschutzbehörde	18.0
Kabinett	8.0
Energiewirtschaft	17.0
Beklagte	8.0
Erstellen	9.0
Bundesverwaltungsgericht	24.0
Importeur	9.0
Umweltminister	14.0
Bundesumweltminister	20.0
Einbau	6.0
Lärmschutz	10.0
Abfassung	9.0
Bauwirtschaft	13.0
Richtwert	9.0
Schwellenwert	13.0
Pacht	5.0
Gesellschaftsrecht	18.0
Übermittlung	12.0
Gesundheitsminister	19.0
Bohrung	7.0
Rindfleisch	11.0
Verhältnismäßigkeit	19.0
Verpflichtete	13.0
Einsichtnahme	13.0
Nutzungsmöglichkeit	19.0
Göttinger	9.0
Neukunde	8.0
Informationsfluß	16.0
Zufluß	6.0
Einschaltung	12.0
Pharma	6.0
Ingenieurbüro	13.0
Beauftragung	12.0
Raffinerie	10.0
Siedlungsgebiet	15.0
Ermäßigung	10.0
Bundesumweltministerium	23.0
Liquidation	11.0
Kontamination	13.0
Veranlagungszeitraum	20.0
Antibiotikum	12.0
Salzburger	10.0
Problemfeld	11.0
Sortierung	10.0
Verschulden	11.0
Begehung	8.0
Abtransport	11.0
Umweltministerium	17.0
Erzgebirge	10.0
Zulieferer	10.0
Bestrebung	10.0
Gesetzgebungsverfahren	22.0
Geschäftsleitung	16.0
Umweltschaden	13.0
Verwaltungsakt	14.0
Landwirtschaftsministerien	26.0
Fördermittel	12.0
Vertragsbedingung	17.0
Effektivität	12.0
Schurke	7.0
Industrieanlage	15.0
Erbgut	6.0
Verwaltungsvorschrift	21.0
Bauleistung	11.0
Einzelhändler	13.0
Formblatt	9.0
Fachkreis	9.0
Untersuchungsmethode	20.0
Ahndung	7.0
Zuwiderhandlung	15.0
Kohlenwasserstoff	17.0
Auffinden	9.0
Atemluft	8.0
Gefahrstoff	11.0
Sonderregelung	14.0
Bekanntmachung	14.0
Energiesparen	13.0
Energieeffizienz	16.0
Fördermöglichkeit	17.0
Abfallentsorgung	16.0
Stichprobe	10.0
Tatbestand	10.0
Schwefel	8.0
Wirtschaftsbereich	18.0
Vertragsgestaltung	18.0
Trinkwasserversorgung	21.0
Forschungszentren	17.0
Energieerzeugung	16.0
Pflanzenöl	10.0
Rechtslage	10.0
Zulässigkeit	12.0
Einige	6.0
Regelfall	9.0
Entwicklungsstand	17.0
Praktiker	9.0
Großhandel	10.0
Schutzzone	10.0
Wahlmöglichkeit	15.0
Enzym	5.0
Gesundheitsamt	14.0
Datensatz	9.0
Luxemburger	11.0
Pilotprojekt	12.0
Großprojekt	11.0
Ackerfläche	11.0
Tierversuch	11.0
Bestandsschutz	14.0
Forscherteam	12.0
Einbringung	11.0
Mehrbelastung	13.0
Ausnahmegenehmigung	19.0
Analytik	8.0
Raps	4.0
Werkvertrag	11.0
Eierstock	9.0
Weißbuch	8.0
Verkehrswesen	13.0
Waschmittel	11.0
Vorrichtung	11.0
Berufskrankheit	15.0
Berufsgenossenschaft	20.0
Versicherungswirtschaft	23.0
Überschreitung	14.0
Anwendungsgebiet	16.0
Vorarbeit	9.0
Stillegung	10.0
Vortragsreihe	13.0
Exkursion	9.0
Straßenbau	10.0
Hopfen	6.0
Forstwirtschaft	15.0
Sanierungsmaßnahme	18.0
Energietechnik	14.0
Energieversorgung	17.0
Gesundheitsrisiko	17.0
Verfahrensweise	15.0
Inhaltsstoff	12.0
Sonderfall	10.0
Sediment	8.0
Regenfall	9.0
Pächter	7.0
Verkehrsanbindung	17.0
Kraftstoff	10.0
Innovationskraft	16.0
Staatsministerium	17.0
Optimierung	11.0
Berufsverbot	12.0
Unfruchtbarkeit	15.0
Akkreditierung	14.0
Eindringen	10.0
Landtag	7.0
Landbau	7.0
Pflanzenschutz	14.0
Gesamtleistung	14.0
Bieter	6.0
Heizkörper	10.0
Altbau	6.0
Tragfähigkeit	13.0
Gewährleistung	14.0
Eigeninitiative	15.0
Vertragsverhältnis	18.0
Indiz	5.0
Endprodukt	10.0
Sittenwidrigkeit	16.0
Einrede	7.0
Rutsch	6.0
Kurzfassung	11.0
Zivilbevölkerung	16.0
Nachfrager	10.0
Vortragende	11.0
Sozialwissenschaft	18.0
Reservierung	12.0
Ostseite	8.0
Südseite	8.0
Kolloquium	10.0
Transplantation	15.0
Ungereimtheit	13.0
Krankheitsverlauf	17.0
Internist	9.0
Organspende	11.0
Abwehrsystem	12.0
Ausnutzung	10.0
Hepatitis	9.0
Bundesärztekammer	17.0
Organtransplantation	20.0
Immunabwehr	11.0
Elternteil	10.0
Lebenschance	12.0
Bauchspeicheldrüse	18.0
Infektionskrankheit	19.0
Selbstbestimmungsrecht	22.0
Schulmedizin	12.0
Arteriosklerose	15.0
Hauptgebäude	12.0
Vertrauensperson	16.0
Bundestagsfraktion	18.0
Koordinierungsstelle	20.0
Antikörper	10.0
Ausschöpfung	12.0
Therapiemöglichkeit	19.0
Dialyse	7.0
Machenschaft	12.0
Verabreichung	13.0
Behandlungsmethode	18.0
Gesetzentwurf	13.0
Plausibilität	13.0
Hauptursache	12.0
Strafbarkeit	12.0
Genom	5.0
Erwachsenenalter	16.0
Gentechnologie	14.0
Warteliste	10.0
Grundlagenforschung	19.0
Rehabilitation	14.0
Podium	6.0
Infekt	6.0
Koordination	12.0
Gesundheitsministerin	21.0
Schwellung	10.0
Leidtragende	12.0
Grippe	6.0
Podiumsdiskussion	17.0
Blutkörperchen	14.0
Prophylaxe	10.0
Hauptproblem	12.0
Gesamtbevölkerung	17.0
Medikation	10.0
Körpergewicht	13.0
Alkoholkonsum	13.0
Gesetzgebungskompetenz	22.0
Verhütung	9.0
Aktivierung	11.0
Projektgruppe	13.0
Kernkompetenz	13.0
Schädigung	10.0
Grundidee	9.0
Voraussage	10.0
Zahlungsverkehr	15.0
Y	2.0
Konfliktlösung	14.0
Moderation	10.0
Betreibergesellschaft	21.0
Mobilfunknetz	13.0
Suchmaschine	12.0
Konsortium	10.0
Galle	5.0
Sommersemester	14.0
Teilbereich	11.0
Standortfaktor	14.0
Aktionär	8.0
Geschäftsbericht	16.0
Medienunternehmen	17.0
Arbeitsaufgabe	14.0
Arbeitsmittel	13.0
Telefonieren	12.0
Betriebsrat	11.0
Problembereich	14.0
Expertise	9.0
Unternehmenskultur	18.0
Entwicklungspolitik	19.0
Informationssystem	18.0
Telearbeit	10.0
Datennetz	9.0
Erfolgsquote	12.0
Internationalität	17.0
Lernfähigkeit	13.0
Teamgeist	9.0
Verhaltensmuster	16.0
Personalabteilung	17.0
Wissensstand	12.0
Verkleinerung	13.0
Personalkosten	14.0
Curriculum	10.0
Rechenschaftsbericht	20.0
Führungsaufgabe	15.0
Testverfahren	13.0
Kennzahl	8.0
Klassifikation	14.0
Verschiebung	12.0
Arbeitsorganisation	19.0
Neurose	7.0
Massenentlassung	16.0
Kompatibilität	14.0
Rangordnung	11.0
Personalmanagement	18.0
Paarung	7.0
Vorreiterrolle	14.0
Muttergesellschaft	18.0
Tochtergesellschaft	19.0
Realisation	11.0
Unternehmensziel	16.0
Disposition	11.0
Arbeitsergebnis	15.0
Konfliktpotential	17.0
Magnetfeld	10.0
Kundenbindung	13.0
Veränderungsprozeß	18.0
Gesamtwert	10.0
Hochschulabsolvent	18.0
Hochschullehrer	15.0
Denkmuster	10.0
Synergie	8.0
Ungleichgewicht	15.0
Erfolgsfaktor	13.0
Internationalisierung	21.0
Bewahrung	9.0
Flexibilisierung	16.0
Herkunftsfamilie	16.0
Berufserfahrung	15.0
Vorhersage	10.0
Lernprozeß	10.0
Arbeitsentgelt	14.0
Denkansatz	10.0
Zielvorstellung	15.0
Sozialisation	13.0
Finanzdienstleistung	20.0
Projektteam	11.0
Aufhebungsvertrag	17.0
Sozialplan	10.0
Schwergewicht	13.0
Erneuerung	10.0
Verantwortungsbewußtsein	24.0
Absolvent	9.0
Privatleute	11.0
Mobilfunkbetreiber	18.0
Netzbetreiber	13.0
Kommunikationsmittel	20.0
Informationsdienst	18.0
Endpunkt	8.0
Konvergenz	10.0
Wertschöpfung	13.0
Wirtschaftsstruktur	19.0
Nachwuchskraft	14.0
Wertewandel	11.0
Leistungsbereitschaft	21.0
Diskussionsbeitrag	18.0
Hauptpreis	10.0
Tellerrand	10.0
Autobauer	9.0
Unternehmensleitung	19.0
Forschungsschwerpunkt	21.0
Jahresumsatz	12.0
Bindeglied	10.0
Persönlichkeitsentwicklung	26.0
Festnetz	8.0
Evaluation	10.0
Willensbildung	14.0
Planspiel	9.0
Medienzentren	13.0
Erwerbstätige	13.0
Lösungsvorschlag	16.0
Universalität	13.0
Großkonzern	11.0
Qualifizierungsmaßnahme	23.0
Zeitaufwand	11.0
Zeitrahmen	10.0
Kommunikationssystem	20.0
Entwicklungslinie	17.0
Unbewußte	9.0
Bildungsmaßnahme	16.0
Kausalität	10.0
Weiterbildungsmaßnahme	22.0
Dezentralisierung	17.0
Abfrage	7.0
Wertesystem	11.0
Kosteneinsparung	16.0
Konzession	10.0
Erbringung	10.0
Mobilfunk	9.0
Frequenzbereich	15.0
Rechtskraft	11.0
Fluglinie	9.0
Air	3.0
Zielvorgabe	11.0
Bürgerinitiative	16.0
Schlüsselqualifikation	22.0
Bekanntheit	11.0
Geschäftsfeld	13.0
Datenerhebung	13.0
Erkennung	9.0
Endgerät	8.0
Bauherr	7.0
Erreichbarkeit	14.0
Einsatzbereich	14.0
Kommunikationstechnik	21.0
Koordinate	10.0
Empfindlichkeit	15.0
Datenmaterial	13.0
Erfahrungswert	14.0
Selbstzweck	11.0
Manifestation	13.0
Spediteur	9.0
Störfaktor	10.0
Charakterisierung	17.0
Kindererziehung	15.0
Navigator	9.0
Subjektivität	13.0
Zweckmäßigkeit	14.0
Hauptaufgabe	12.0
Informationstechnologie	23.0
Finden	6.0
Wintersemester	14.0
Arbeitsbedingung	16.0
Informationsgesellschaft	24.0
Schwerpunktsetzung	18.0
Inserat	7.0
Wertvorstellung	15.0
Informationstechnik	19.0
Marktteilnehmer	15.0
Politikwissenschaft	19.0
Lerninhalt	10.0
Allheilmittel	13.0
Entscheidungskompetenz	22.0
Assistenz	9.0
Themenstellung	14.0
Meilenstein	11.0
Entwicklungsmöglichkeit	23.0
Fairneß	7.0
Dachverband	11.0
Aufgabenerfüllung	17.0
Personalpolitik	15.0
Bekanntheitsgrad	16.0
Dienstleistungsunternehmen	26.0
Qualitätskriterien	18.0
Leistungssteigerung	19.0
Anwendungsmöglichkeit	21.0
Skala	5.0
Durchdringung	13.0
Regionalisierung	16.0
Output	6.0
Schnittpunkt	12.0
Kostenrechnung	14.0
Lehrangebot	11.0
Einbezug	8.0
Wertschöpfungskette	19.0
Quote	5.0
Teilprojekt	11.0
Kommunikationsform	18.0
Berufsbild	10.0
Arbeitskosten	13.0
Gruppenleiter	13.0
Ausbildungsvertrag	18.0
Berufsschule	12.0
Kundenservice	13.0
Standardisierung	16.0
Organisationseinheit	20.0
Hauptziel	9.0
Forschungsgemeinschaft	22.0
Betriebswirtschaftslehre	24.0
Ausbildungsgang	15.0
Altersstufe	11.0
Romanistik	10.0
Grundannahme	12.0
Determinante	12.0
Wechselwirkung	14.0
Hauptverwaltung	15.0
Verantwortungsbereich	21.0
Geschäftsgrundlage	18.0
Superlativ	10.0
Rezensent	9.0
Machtstruktur	13.0
Anknüpfungspunkt	16.0
Befristung	10.0
Prüfstand	9.0
Matrix	6.0
Digitalisierung	15.0
Methodik	8.0
Anhängerschaft	14.0
Lehrmeister	11.0
Tagesgeschäft	13.0
Datenmenge	10.0
Fachliteratur	13.0
Baufirma	8.0
Betriebsrente	13.0
Regulierungsbehörde	19.0
Auslandsaufenthalt	18.0
Normierung	10.0
Eindeutigkeit	13.0
Erfolgskontrolle	16.0
Werbeträger	11.0
Streitgespräch	14.0
Divergenz	9.0
Grundlinie	10.0
Kopplung	8.0
Marktsegment	12.0
Musikstück	10.0
Kontinuität	11.0
Entwicklungstendenz	19.0
Bezugsrahmen	12.0
Weihnachtsfeier	15.0
Wachstumsrate	13.0
Lösungsweg	10.0
Einsatzmöglichkeit	18.0
Vergleichbarkeit	16.0
Arbeitnehmervertreter	21.0
Teilzeitarbeit	14.0
Etablierung	11.0
Arbeitsform	11.0
Frustration	11.0
Pädagoge	8.0
Lebensziel	10.0
Kommunikationstechnologie	25.0
Darstellungsform	16.0
Entscheidungsprozeß	19.0
Strukturreform	14.0
Konfliktfall	12.0
Rückwirkung	11.0
Grundform	9.0
Speicherung	11.0
Controller	10.0
Leserschaft	11.0
Geschäftsbereich	16.0
Arbeitszeitmodell	17.0
